time_seconds, weighted_integrated_cars, cars_entered, cars_exited, time_int_cars_exits, time_int_cars_main, LOSA_count, LOSB_count, LOSC_count, LOSD_count, LOSE_count, segment_LOSA_count, segment_LOSB_count, segment_LOSC_count, segment_LOSD_count, segment_LOSE_count
0.0, 0.0062116375645602795, 0.02555555555555556, 0.02166666684932869, 8.666666739478143e-05, 0.029694676470231027, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
100.0, 6.246767928678279, 25.581111111110758, 21.999485440220035, 0.08802528803811815, 30.681017031081215, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
200.0, 12.444668935465504, 51.13666666666586, 44.24590280499548, 0.17698828035092218, 62.99098844608165, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
300.0, 19.02334955254549, 76.69222222222517, 65.59651019892675, 0.26240336905189776, 97.21249428286313, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
400.0, 25.89201140207401, 102.24777777778466, 89.41560576500964, 0.3576973546758204, 132.91165408434603, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
500.0, 32.846203130103014, 127.80333333334264, 113.58301308254747, 0.4543767173460519, 169.38291583341066, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
600.0, 39.89017837674936, 153.3588888889004, 138.25956640993547, 0.5530894992725576, 206.41103169288428, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
700.0, 46.99006484948342, 178.91444444445818, 163.26623029085212, 0.6531202638434167, 243.7880905030957, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
800.0, 54.12473982987876, 204.47000000001594, 188.47804618585073, 0.7539700987948587, 281.38344609229193, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
900.0, 61.28119355963876, 230.02555555557373, 213.81836985011734, 0.855333004526252, 319.11550539039945, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
1000.0, 68.45128548469489, 255.58111111113078, 239.23919919059864, 0.9570173309092176, 356.9331487046978, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
1100.0, 75.62991490035122, 281.13666666668684, 264.71043544058796, 1.0589029075345435, 394.8043592931139, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
1200.0, 82.81388771134027, 306.6922222222428, 290.2132224408498, 1.1609144508491964, 432.70909418195123, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
1300.0, 90.00120454888624, 332.2477777777989, 315.7357551862023, 1.2630048292257074, 470.63480893404653, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
1400.0, 97.19061410082787, 357.80333333335483, 341.2706450565007, 1.3651445435280973, 508.5736529315288, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
1500.0, 104.38133327546228, 383.358888888911, 366.8132680481392, 1.4673151323818265, 546.5207132047209, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
1600.0, 111.57287201085062, 408.9144444444668, 392.36073042439267, 1.5695050425187356, 584.4729152125626, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
1700.0, 118.76492362619187, 434.47000000002686, 417.9112212813867, 1.6717070438900645, 622.428334909943, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
1800.0, 125.95729620098987, 460.0255555555898, 443.46360735694026, 1.7739166119371632, 660.3857682321792, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
1860.0, 130.26562915008304, 475.3333333333722, 458.7700875932337, 1.8351425426031676, 683.1229093160499, 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
