time_seconds, weighted_integrated_cars, cars_entered, cars_exited, time_int_cars_exits, time_int_cars_main, LOSA_count, LOSB_count, LOSC_count, LOSD_count, LOSE_count, segment_LOSA_count, segment_LOSB_count, segment_LOSC_count, segment_LOSD_count, segment_LOSE_count
0.0, 0.08284076185661346, 0.06409648047493613, 0.055352355912251586, 0.0003162991766414373, 0.5778565495732698, 2, 1, 1, 2, 24, 11, 1, 0, 0, 66
100.0, 82.80867025621707, 80.57365494622026, 63.59104160149599, 0.3909404758180838, 582.4711377248414, 1, 0, 2, 4, 23, 8, 1, 2, 1, 66
200.0, 165.5691705336357, 161.11876459832567, 125.26728468747952, 0.7638171370231495, 1173.240488339413, 1, 0, 3, 1, 25, 9, 0, 0, 0, 69
300.0, 247.904069117763, 240.8029625595807, 184.78630726639415, 1.117616313664589, 1774.0621091411188, 1, 1, 2, 1, 25, 8, 0, 0, 1, 69
400.0, 329.432139940409, 319.8906979712456, 244.30532984530876, 1.4714154903060281, 2384.804241633954, 2, 0, 2, 1, 25, 7, 1, 1, 0, 69
500.0, 409.9253455887237, 398.3771047108573, 303.8243524242234, 1.8252146669474676, 3005.2066570026714, 2, 0, 1, 2, 25, 7, 0, 0, 0, 71
600.0, 489.8349987637137, 474.3917260207884, 363.34337500313796, 2.17901384358893, 3634.4317308961627, 2, 0, 1, 2, 25, 7, 0, 0, 0, 71
700.0, 569.4428599772538, 548.5565242663171, 422.86239758205545, 2.532813020230397, 4271.485750755861, 2, 0, 1, 1, 26, 5, 1, 0, 0, 72
800.0, 648.9562062470526, 621.5464616817003, 482.3814201609736, 2.886612196871864, 4915.547784763845, 2, 0, 1, 1, 26, 5, 0, 0, 1, 72
900.0, 728.5336045569817, 694.4713532251538, 541.9004427398918, 3.2404113735133313, 5566.293590947412, 2, 0, 1, 1, 26, 5, 0, 0, 0, 73
1000.0, 808.1960353555551, 766.9715346124135, 601.4194653188526, 3.5942105501547985, 6223.706828230106, 2, 0, 1, 1, 26, 5, 0, 0, 0, 73
1100.0, 887.940339323319, 838.4210982490014, 660.9384878978276, 3.9480097267962657, 6887.286814704527, 2, 0, 1, 1, 26, 5, 0, 0, 0, 73
1200.0, 967.7634665523548, 908.8876662159084, 720.4575104768027, 4.301808903437733, 7556.76168786725, 2, 0, 1, 0, 27, 4, 0, 1, 0, 73
1300.0, 1047.634623752203, 972.5660379911402, 779.9765330557776, 4.6556080800792, 8229.832452473649, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
1400.0, 1127.5196843404121, 1035.9763453141359, 839.4955556347518, 5.009407256720667, 8904.92386689171, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
1500.0, 1207.4173174653067, 1098.7487021708434, 899.0145782137197, 5.3632064333621345, 9581.868311767816, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
1600.0, 1287.321079670127, 1160.4950523172247, 958.5336007926876, 5.717005610003602, 10260.154321843862, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
1700.0, 1367.2282032688129, 1221.3391829819639, 1018.0526233716555, 6.070804786645069, 10939.30221735832, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
1800.0, 1447.1369476754614, 1281.4757351961584, 1077.5716459506234, 6.424603963286536, 11618.919546398085, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
1900.0, 1527.0463138506634, 1341.5078182752773, 1137.0906685295342, 6.778403139928003, 12298.821740426489, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
2000.0, 1606.956332144515, 1401.3580947483917, 1196.6096911083885, 7.132202316569471, 12978.933305146182, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
2100.0, 1686.8668634512026, 1461.0756573550598, 1256.1287136872427, 7.486001493210938, 13659.175355970678, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
2200.0, 1766.7776683818752, 1520.6968865837318, 1315.647736266097, 7.839800669852405, 14339.491015045618, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
2300.0, 1846.688596100924, 1580.291957284573, 1375.1667588449511, 8.193599846493873, 15019.850403852706, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
2400.0, 1926.5996289818427, 1639.8594721423217, 1434.6857814238053, 8.54739902313534, 15700.240790986067, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
2500.0, 2006.510737929708, 1699.407783323391, 1494.2048040026596, 8.901198199776807, 16380.650216026328, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
2600.0, 2086.4218893114407, 1758.9429600012559, 1553.7238265815138, 9.254997376417553, 17061.070764997643, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
2700.0, 2166.3330623137244, 1818.4732502495885, 1613.242849160368, 9.60879655305802, 17741.49800142773, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
2800.0, 2246.2442518863136, 1877.9994166126742, 1672.7618717392222, 9.962595729698489, 18421.929819891673, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
2900.0, 2326.1554527999997, 1937.5227757681635, 1732.2808943180764, 10.316394906338957, 19102.364440857364, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
3000.0, 2406.066660250494, 1997.044305450485, 1791.7999168969307, 10.670194082979425, 19782.800739536502, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
3100.0, 2485.977871310957, 2056.565007477391, 1851.3189394757849, 11.023993259619893, 20463.238058503634, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
3200.0, 2565.889084958596, 2116.08509208772, 1910.837962054639, 11.37779243626036, 21143.676058625835, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
3300.0, 2645.800300320724, 2175.604762194367, 1970.3569846334933, 11.731591612900829, 21824.11447590002, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
3400.0, 2725.711516696948, 2235.1241711237976, 2029.8760072123475, 12.085390789541297, 22504.553146937564, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
3500.0, 2805.6227336634615, 2294.643445940217, 2089.395029791202, 12.439189966181765, 23184.991973743356, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
3600.0, 2885.5339510354083, 2354.1626278751755, 2148.914052370056, 12.792989142822233, 23865.430902587676, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
3700.0, 2965.4451686713314, 2413.6817480689206, 2208.4330749489104, 13.1467883194627, 24545.869894176325, 2, 0, 0, 0, 28, 3, 0, 0, 0, 75
